participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.menu_number,player.displayed_first,player.lotterychoice,player.roll,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,25,p,0,71,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,17,p,0,29,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,1,q,1,29,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,1,p,1,79,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,14,p,1,49,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,9,q,0,71,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,22,q,0,80,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,10,q,1,75,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,19,p,0,46,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,19,q,1,45,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,14,p,0,32,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,3,p,1,38,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,4,q,0,11,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,14,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,17,p,0,13,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,20,q,1,27,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,9,q,0,35,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,10,p,1,97,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,15,q,0,60,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,15,p,0,10,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,17,q,0,83,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,15,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,16,q,0,55,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,18,p,0,37,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,14,q,0,31,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,22,q,0,88,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,20,q,1,81,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,7,q,0,26,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,8,q,0,27,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,16,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,20,q,1,24,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,9,p,0,44,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,5,q,0,8,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,11,p,1,62,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,16,q,0,22,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,4,p,1,73,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,10,q,0,59,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,17,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,7,p,0,36,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,16,q,1,65,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,18,p,1,61,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,18,q,1,23,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,11,p,0,17,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,18,q,1,40,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,12,q,1,77,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,18,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,19,p,0,58,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,7,q,0,34,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,24,q,0,78,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,7,q,0,32,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,5,p,1,47,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,21,q,0,85,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,21,p,1,91,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,19,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,14,p,0,63,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,4,q,1,57,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,23,p,1,55,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,23,q,1,47,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,24,q,0,45,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,23,p,1,51,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,14,p,1,69,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,20,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,8,p,1,82,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,19,q,1,49,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,13,p,0,30,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,20,p,0,41,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,12,q,0,44,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,5,p,1,39,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,5,p,1,41,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,21,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,18,q,1,95,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,11,p,1,46,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,21,p,1,1,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,21,q,1,13,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,9,q,0,32,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,17,q,0,80,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,18,q,0,69,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,22,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,23,q,1,77,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,8,p,0,16,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,7,q,1,66,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,14,q,0,41,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,17,p,1,82,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,2,q,0,58,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,2,p,1,68,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,23,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,10,q,1,92,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,17,p,0,75,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,6,p,0,43,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,8,p,1,96,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,19,q,1,69,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,24,q,1,2,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,24,q,1,53,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,24,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,11,q,0,83,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,13,q,0,96,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,20,q,1,30,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,6,p,1,85,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
